threshold_gamma,num_nonlocal_gates,depth,num_parameters
0.0,20,25,3
0.23119198610613692,68,121,3
0.46238397221227384,44,69,3
0.6241112411706161,56,97,3
0.7858385101289584,68,111,3
0.8929192550644793,84,147,3
1.0000000000000002,84,147,3
